datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
5/28/21,18.1,9.1,13.2,18.1,7.3,13.1,3.2,52.6,13.512,100,20.83,rain,0,0,40.7,30.2,52,1019.4,88.9,14.5,154.7,13.3,6,,2021-05-28T05:12:18,2021-05-28T20:11:42,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/29/21,10.4,8.2,9.3,10.4,4.2,5.8,6.3,82,41.921,100,75,rain,0,0,54.5,37.1,45.5,1019.6,100,9.9,43.2,3.7,2,,2021-05-29T05:11:43,2021-05-29T20:12:32,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/30/21,10.5,9.9,10.2,10.5,6.2,8.6,7.4,83.4,18.2,100,62.5,rain,0,0,47.2,34.6,46.7,1023.8,100,8.9,34.8,3,1,,2021-05-30T05:11:10,2021-05-30T20:13:21,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
5/31/21,16.6,10.4,13.2,16.6,10.4,13.2,9.5,78.9,4.137,100,41.67,rain,0,0,,24,325.3,1020.2,88.1,14.2,72.3,6.2,3,,2021-05-31T05:10:39,2021-05-31T20:14:08,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/1/21,24.8,11.9,18.9,24.8,11.9,18.9,8.5,53,0,0,0,,0,0,,23.4,249.5,1022.3,64.2,15.9,213,18.5,7,,2021-06-01T05:10:10,2021-06-01T20:14:55,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/2/21,26,13.5,20.4,26,13.5,20.4,11.7,58.8,0,0,0,,0,0,31.7,21.7,187.3,1022.5,64.3,15.8,253.3,21.8,8,,2021-06-02T05:09:44,2021-06-02T20:15:39,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/3/21,23.6,15.4,20,23.6,15.4,20,15.1,73.6,0,0,0,,0,0,40.7,26.9,199.5,1017.6,90.1,16,148.1,12.7,5,,2021-06-03T05:09:19,2021-06-03T20:16:23,0.81,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/4/21,26.3,18.9,22.2,26.3,18.9,22.2,17.6,75.9,2.326,100,12.5,rain,0,0,35.3,24,225.7,1011.5,85.1,15.8,133.1,11.4,5,,2021-06-04T05:08:56,2021-06-04T20:17:05,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/5/21,32.7,17.5,25.8,33.6,17.5,26.1,16.7,60.6,0,0,0,,0,0,50.9,31.1,230.2,1010.4,45.1,15.4,264.8,22.8,8,,2021-06-05T05:08:36,2021-06-05T20:17:46,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/6/21,34.2,20.7,28.9,33.7,20.7,28.9,15.7,46.4,0,0,0,,0,0,36.4,26.3,252.1,1014.4,38.6,15.9,272.4,23.5,8,,2021-06-06T05:08:18,2021-06-06T20:18:25,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/7/21,34.7,22.5,29,36,22.5,30.2,18.6,54.7,0,0,0,,0,0,43.9,30.9,224.7,1016.3,28.4,16,264,22.8,9,,2021-06-07T05:08:01,2021-06-07T20:19:03,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/8/21,34.2,23.5,28.3,37.3,23.5,29.9,20.5,63.7,0.121,100,12.5,rain,0,0,27.7,21.7,238,1015.5,61.4,15.9,190,16.4,8,,2021-06-08T05:07:47,2021-06-08T20:19:39,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/9/21,32.5,23.6,26.8,34.2,23.6,27.6,20,67.9,1.098,100,20.83,rain,0,0,33.5,22,330.2,1013.6,70.8,15.6,239.7,20.6,8,,2021-06-09T05:07:35,2021-06-09T20:20:13,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/10/21,25.5,14.9,20.1,25.5,14.9,20.1,8.6,48.1,0,0,0,,0,0,38.9,24.7,71.5,1017.8,47.6,16,257.8,22.3,8,,2021-06-10T05:07:25,2021-06-10T20:20:46,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/11/21,18.6,12.7,16.3,18.6,12.7,16.3,9.4,64.4,0.22,100,4.17,rain,0,0,,21.1,99.3,1017.3,80.5,15.7,161,13.9,7,,2021-06-11T05:07:17,2021-06-11T20:21:17,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/12/21,21.5,15.2,18,21.5,15.2,18,13.9,78.1,16.838,100,37.5,rain,0,0,,14.2,142.6,1011.7,82.9,13,168.9,14.7,6,,2021-06-12T05:07:11,2021-06-12T20:21:47,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/13/21,29.2,15.8,22.5,28,15.8,22.3,12.6,57.4,0,0,0,,0,0,31.7,23.7,227.1,1011.5,33.8,15.8,287.3,24.6,9,,2021-06-13T05:07:08,2021-06-13T20:22:14,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/14/21,19.7,15.6,17.9,19.7,15.6,17.9,14.7,81.4,13.686,100,41.67,rain,0,0,,19.7,182.3,1012.2,80.3,12.9,71.1,6.4,2,,2021-06-14T05:07:06,2021-06-14T20:22:40,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/15/21,23,16.9,19.8,23,16.9,19.8,17,84.2,2.715,100,20.83,rain,0,0,31.7,16.6,88.3,1006.8,85.1,11.9,167.3,14.6,6,,2021-06-15T05:07:06,2021-06-15T20:23:04,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/16/21,24.2,16.8,20.4,24.2,16.8,20.4,8.8,50.9,0,0,0,,0,0,37.5,26.3,311.3,1007.9,36.7,15.9,286,24.8,9,,2021-06-16T05:07:09,2021-06-16T20:23:26,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/17/21,25.8,14.7,21,25.8,14.7,21,6.4,40.7,0,0,0,,0,0,35.3,18.8,288.9,1012.9,33.8,16,288.5,25,8,,2021-06-17T05:07:13,2021-06-17T20:23:46,0.21,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/18/21,28.7,14.8,22.7,27.6,14.8,22.5,9.1,43.7,0,0,0,,0,0,35.3,22.8,225.3,1013.8,37.6,15.9,289.2,24.8,8,,2021-06-18T05:07:20,2021-06-18T20:24:04,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/19/21,31.9,20.3,25.7,31.9,20.3,25.8,14.9,52.7,0.211,100,8.33,rain,0,0,40.3,26.2,231.6,1006.6,81.7,16,239.6,20.6,8,,2021-06-19T05:07:29,2021-06-19T20:24:21,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/20/21,30.9,21.7,25.9,30.6,21.7,25.9,15.7,54.5,0.049,100,8.33,rain,0,0,40.7,23.6,226.7,1007.6,59.7,16,289.2,24.9,9,,2021-06-20T05:07:39,2021-06-20T20:24:35,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/21/21,30.5,20.4,25.5,32.9,20.4,26.4,20.1,72.8,0,0,0,,0,0,50,34,197.1,1005.9,57.5,15.9,221.5,19.1,8,,2021-06-21T05:07:52,2021-06-21T20:24:47,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,0258W,72505914702"
6/22/21,30,18.6,23.1,31.6,18.6,23.5,18.7,77.5,21.686,100,33.33,rain,0,0,42.3,25.4,263.4,1004.5,81.2,14.4,125.5,10.9,6,,2021-06-22T05:08:06,2021-06-22T20:24:58,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/23/21,22.8,14.5,18.4,22.8,14.5,18.4,9.5,58.1,0.144,100,8.33,rain,0,0,35.3,24,312.9,1018.9,56.2,16,253.6,21.9,8,,2021-06-23T05:08:22,2021-06-23T20:25:06,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/24/21,23.6,14.5,18.7,23.6,14.5,18.7,11.6,64.8,0,0,0,,0,0,38.9,33.4,114.6,1028.8,30.9,15.6,303.6,26.2,9,,2021-06-24T05:08:41,2021-06-24T20:25:12,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/25/21,20.4,16.1,18,20.4,16.1,18,15.6,86.5,2.388,100,29.17,rain,0,0,,15.1,72.2,1026.5,98.7,11.1,101.1,8.8,4,,2021-06-25T05:09:01,2021-06-25T20:25:16,0.51,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/26/21,29.6,18.6,24.3,32.2,18.6,25,19.5,75.3,0,0,0,,0,0,41.2,30.8,206.3,1023.3,84,15.5,199,17.2,7,,2021-06-26T05:09:23,2021-06-26T20:25:18,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/27/21,31.5,23.3,27.2,34.6,23.3,28.7,20.9,69.3,0,0,0,,0,0,49.7,36,218.7,1020.2,74.7,16,235.6,20.5,7,,2021-06-27T05:09:47,2021-06-27T20:25:18,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/28/21,35.5,24.1,29.7,40,24.1,32.6,21.8,64,0,0,0,,0,0,38.5,26.3,228.9,1019.9,50.7,16,257,22.3,8,,2021-06-28T05:10:12,2021-06-28T20:25:16,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/29/21,36.4,26.2,31.2,40.6,26.2,34.5,22,59.3,0,0,0,,0,0,44.6,23.6,252.4,1019.3,45.4,16,264.7,23,8,,2021-06-29T05:10:39,2021-06-29T20:25:11,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
6/30/21,36.4,23.2,29.6,40.6,23.2,31.6,21.4,64,5.912,100,20.83,rain,0,0,75.4,23.6,241.8,1013.7,46.7,15.4,268.1,23.2,8,,2021-06-30T05:11:08,2021-06-30T20:25:05,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/1/21,28,21.1,24.8,29.4,21.1,25.1,20,75.5,21.043,100,33.33,rain,0,0,,21,249,1010.2,87.7,14.5,110.7,9.7,5,,2021-07-01T05:11:39,2021-07-01T20:24:56,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/2/21,20.6,14.9,17.3,20.6,14.9,17.3,15.6,90.1,48.575,100,91.67,rain,0,0,44.2,27.4,40.8,1009.6,100,6.6,32.8,2.8,1,,2021-07-02T05:12:11,2021-07-02T20:24:45,0.78,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/3/21,15.5,13.8,14.7,15.5,13.8,14.7,13.4,91.6,38.068,100,100,rain,0,0,53.6,26.4,33.1,1010.4,100,4.9,38.5,3.2,2,,2021-07-03T05:12:45,2021-07-03T20:24:32,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/4/21,19.3,14.2,16.3,19.3,14.2,16.3,13.5,83.7,9.915,100,29.17,rain,0,0,40.7,17.7,5.5,1012,91.8,15,94.9,8.4,4,,2021-07-04T05:13:20,2021-07-04T20:24:17,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/5/21,24.7,14.4,18.9,24.7,14.4,18.9,14.6,76.6,0.263,100,4.17,rain,0,0,31.7,22.6,173.6,1018.1,81.6,15.6,217.2,18.6,8,,2021-07-05T05:13:57,2021-07-05T20:24:00,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/6/21,32.6,20.7,25.2,37.5,20.7,26.4,20.3,75.2,7.19,100,29.17,rain,0,0,66.9,35.2,232.8,1012.1,80,15.7,167.8,14.7,7,,2021-07-06T05:14:35,2021-07-06T20:23:41,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/7/21,32.6,22.1,26.6,34.8,22.1,27.4,19.8,68.1,1.964,100,8.33,rain,0,0,63,21.2,264.2,1012.3,49.8,15.5,255.3,22,9,,2021-07-07T05:15:15,2021-07-07T20:23:19,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/8/21,22.7,17.7,19.5,22.7,17.7,19.5,15.7,78.9,6.439,100,41.67,rain,0,0,59,89,40.9,1017.6,91.8,14.7,114.6,9.8,4,,2021-07-08T05:15:56,2021-07-08T20:22:55,0.99,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/9/21,25.5,17.3,20.4,25.5,17.3,20.4,18.2,87.3,55.237,100,70.83,rain,0,0,52.8,32.5,5.5,1010.4,86,6.5,52,4.5,3,,2021-07-09T05:16:38,2021-07-09T20:22:30,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/10/21,22.9,18.8,21.1,22.9,18.8,21.1,16.6,75.6,4.386,100,20.83,rain,0,0,,17,43.2,1015.1,84.3,15.7,124.1,10.8,4,,2021-07-10T05:17:22,2021-07-10T20:22:02,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/11/21,27.1,17.3,21.9,27.9,17.3,22,17.6,77.3,0.888,100,25,rain,0,0,,16.8,175.8,1019.3,64.4,14.9,169.1,14.7,7,,2021-07-11T05:18:07,2021-07-11T20:21:32,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/12/21,21.6,18.9,19.9,21.6,18.9,19.9,18,89,31.084,100,41.67,rain,0,0,,21.8,51.4,1021.8,99.8,12.7,38.3,3.1,2,,2021-07-12T05:18:53,2021-07-12T20:21:00,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/13/21,21,18.2,19.4,21,18.2,19.4,17.1,86.9,0.327,100,12.5,rain,0,0,,17.6,64.6,1025.5,95.9,13.5,87,7.2,4,,2021-07-13T05:19:40,2021-07-13T20:20:26,0.06,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/14/21,24.4,18.8,21.4,24.4,18.8,21.4,19.4,88.3,0,0,0,,0,0,,12.4,90.4,1021.2,91,6.4,116.6,10.2,4,,2021-07-14T05:20:28,2021-07-14T20:19:50,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/15/21,26.1,21.4,23.8,26.1,21.4,23.8,20.2,80.6,0,0,0,,0,0,29.5,18.4,78.5,1017.8,44.7,15.1,259.6,22.3,8,,2021-07-15T05:21:18,2021-07-15T20:19:11,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/16/21,34.1,23.6,27.9,37.3,23.6,29.4,21.2,68.9,0.4,100,4.17,rain,0,0,43.5,26.3,225.7,1014.7,57,15.7,219.8,19.1,8,,2021-07-16T05:22:08,2021-07-16T20:18:31,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/17/21,26.4,21,23.5,26.4,21,23.5,18.9,75.8,5.15,100,29.17,rain,0,0,,17.8,60.6,1018.2,78.2,15,192.2,16.8,7,,2021-07-17T05:22:59,2021-07-17T20:17:49,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/18/21,22.7,19.8,21.2,22.7,19.8,21.2,19.1,87.9,9.195,100,58.33,rain,0,0,,18.1,46.1,1016,100,9.3,58.8,5.1,2,,2021-07-18T05:23:51,2021-07-18T20:17:05,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/19/21,22.3,19.2,20.5,22.3,19.2,20.5,18.4,88,0.293,100,20.83,rain,0,0,,15.5,53.9,1013.7,96.2,9.5,58.9,5.2,2,,2021-07-19T05:24:45,2021-07-19T20:16:19,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/20/21,30.9,20,25.7,32.1,20,26.3,18.9,67.8,0,0,0,,0,0,,15.6,263,1011.1,58.6,11.4,224.8,19.7,7,,2021-07-20T05:25:38,2021-07-20T20:15:31,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/21/21,28.1,19.6,24.6,28.6,19.6,24.7,17.1,64.6,1.091,100,12.5,rain,0,0,45.2,28.4,290.9,1010.7,64.4,14.3,192.9,16.6,7,,2021-07-21T05:26:33,2021-07-21T20:14:41,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/22/21,25.9,18.2,21.9,25.9,18.2,21.9,14.6,63.9,0,0,0,,0,0,,18.6,330.8,1015.6,48.2,16,222.6,19.2,8,,2021-07-22T05:27:29,2021-07-22T20:13:49,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/23/21,25.9,19.8,22.8,25.9,19.8,22.8,14.2,59.1,0,0,0,,0,0,,18.1,12.5,1018.3,60,16,228.2,19.6,8,,2021-07-23T05:28:25,2021-07-23T20:12:56,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/24/21,25,17.4,21.8,25,17.4,21.8,14.1,62.4,0,0,0,,0,0,35.3,19.3,96.5,1019,30.8,15.8,278,24,8,,2021-07-24T05:29:22,2021-07-24T20:12:00,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/25/21,24.1,20.1,21.9,24.1,20.1,21.9,18.5,81.3,3.535,100,25,rain,0,0,45.9,33.4,208.2,1013.4,83.3,15.5,75.8,6.5,3,,2021-07-25T05:30:19,2021-07-25T20:11:03,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/26/21,33,20.9,27,32.5,20.9,27.2,18,62,0,0,0,,0,0,35.3,19.8,263.8,1010.6,47.8,9.8,247.1,21.5,8,,2021-07-26T05:31:17,2021-07-26T20:10:04,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/27/21,30.9,20.9,25.3,30.9,20.9,25.4,17,61.7,3.501,100,12.5,rain,0,0,50.7,25.3,311.3,1012.5,46.4,13.1,235.6,20.3,8,,2021-07-27T05:32:16,2021-07-27T20:09:04,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/28/21,23.3,18.6,20.7,23.3,18.6,20.7,15.6,73.3,2.891,100,8.33,rain,0,0,,18.6,58.8,1015.5,69.6,15.9,160.5,13.9,7,,2021-07-28T05:33:15,2021-07-28T20:08:01,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/29/21,26.2,18.1,21.9,26.2,18.1,21.9,15.7,68.6,0.315,100,25,rain,0,0,51.8,31,201.3,1013.8,84.4,15.9,158.6,13.6,9,,2021-07-29T05:34:14,2021-07-29T20:06:57,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/30/21,27.7,19,23,27.5,19,23,14.7,62,3.871,100,25,rain,0,0,44.8,28.4,301,1005.8,54.6,15.6,246.1,21.4,9,,2021-07-30T05:35:14,2021-07-30T20:05:52,0.7,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
7/31/21,25.1,15.4,20.2,25.1,15.4,20.2,8.5,47.7,0,0,0,,0,0,31.7,22.2,288.7,1012.9,29.2,16,282.2,24.3,9,,2021-07-31T05:36:15,2021-07-31T20:04:44,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/1/21,25,16.6,21,25,16.6,21,12.2,57.9,0,0,0,,0,0,,28,161.7,1013,49.2,16,216.4,18.7,7,,2021-08-01T05:37:16,2021-08-01T20:03:36,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/2/21,27.6,18.4,23.1,27.4,18.4,23.1,13.8,57.7,0,0,0,,0,0,38.5,27.5,295.5,1011.8,56,16,233.5,20,7,,2021-08-02T05:38:17,2021-08-02T20:02:25,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/3/21,24.7,17.2,21.7,24.7,17.2,21.7,14,62.6,0,0,0,,0,0,,15.5,156.3,1019.1,59.4,15.7,177.7,15.3,5,,2021-08-03T05:39:18,2021-08-03T20:01:13,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/4/21,23.7,18.7,21.2,23.7,18.7,21.2,16.7,76,1.001,100,16.67,rain,0,0,,22.4,116.3,1020.8,86,15.1,127,11.1,5,,2021-08-04T05:40:20,2021-08-04T20:00:00,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/5/21,21.1,18.6,19.4,21.1,18.6,19.4,17.6,89.2,47.298,100,79.17,rain,0,0,,20.4,21.5,1018.9,99.6,9.9,43.7,3.7,2,,2021-08-05T05:41:22,2021-08-05T19:58:45,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/6/21,31.4,19,24.5,32,19,25,18.8,71.9,0,0,0,,0,0,29.5,20,201.1,1019.6,42.1,15.9,258.5,22.2,8,,2021-08-06T05:42:24,2021-08-06T19:57:29,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/7/21,33.1,21.1,26.8,34.8,21.1,27.7,18.8,63.1,0,0,0,,0,0,33.5,23.2,232.2,1016.9,66,15.8,221.1,19.3,7,,2021-08-07T05:43:27,2021-08-07T19:56:12,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/8/21,28.1,22.2,24.7,29.5,22.2,24.9,19.1,71.6,0,0,0,,0,0,,15.2,40.7,1018.2,81.5,14.8,127.2,10.9,5,,2021-08-08T05:44:29,2021-08-08T19:54:53,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/9/21,24,20.5,21.9,24,20.5,21.9,19.1,84.4,23.714,100,20.83,rain,0,0,,19.6,51.5,1021.9,97.1,10.3,119.5,10.3,5,,2021-08-09T05:45:32,2021-08-09T19:53:32,0,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/10/21,23.9,19.3,21.5,23.9,19.3,21.5,18.8,84.8,2.417,100,37.5,rain,0,0,,18.1,63,1021,94.8,13.8,114,9.8,6,,2021-08-10T05:46:35,2021-08-10T19:52:11,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
